,review
98,"猪是的念来过倒....
诺兰仰着鼻孔等着观众前面看不懂然后然后逆转逆转大逆转过来舔他的臭脚。什么故事不故事完整不完整都不管了，我今天诺兰就是要把时间线讲的支离破碎，设定讲完我爽了就ok....
100分钟离场。一部150分钟电影的100分钟都一直在同一层里支离破碎的埋线，那这个电影不管是诺兰拍还是卢米埃从墓里跳起来拍，我都觉得这个片儿不可理喻。
多加一颗星给这位导演同志能把时间空间设定讲的明白，剩下不管是人物关系还是剧情安排都稀巴烂，比我看双子杀手的时候难受一百倍。"
99,走火入魔丧心病狂
100,拍砸了就是拍砸了，没什么好说的，的确也没有那么难懂。
101,"女性刻板印象（被劫持，提前开枪，一直给主角制造麻烦的无脑美女妈妈),各种中二病男人（身患癌症要全世界陪着去死的丈夫，莫名其妙爱上并不熟悉的美女并为了她把皮箱送出去，又为了她不断在过去和未来穿梭），为了陪衬大场面而存在的各种工具人以及炮灰……一个毫无说服力，毫无感染力故事，加上所谓脑洞，制造了2020疫情中最大的营销案件。"
102,时间旅行奇观化 剧情逻辑为设定服务 人物感情线缺失 与盗梦空间相比 相差至少一个星际穿越
103,拍砸了就是拍砸了，没什么好说的，的确也没有那么难懂。
104,"这部电影在任何层面上都没有值得讨论的地方。另外，都厉害到让时空逆转了，胰腺癌这种医学大难题还没得到解决，那这几十年都在忙啥呢？？？
越想越气！看完之后不记得这部电影任何画面，倒着走算吗？《东成西就》刘嘉玲的三花聚顶也倒着走啊！而且这拍得太“笨”了，尤其后50分钟倒很热闹，反正诺兰最擅长的就是制造“笨重的热闹”，别的好像也不会了。"
105,45/100，此前在《敦刻尔克》积累的好感和无限期待顷刻转化为失望。一直不关心角色的问题在这部中彻底放大，诺兰基本和人类感情一刀两断，就如主角抛弃名姓，到了走火入魔的地步，人物的动机成迷，只专注地玩起概念游戏。即便设定原理再严谨复杂，也掩盖不了影片空无的实质。事实上和主人公拯救世界的好莱坞类型电影别无二致，甚至调度还要更加差劲，大规模倒放的确新颖，但扪心自问：观赏性真的好吗？？？第三幕废城行动在拍什么？田径运动会吗。能理解拍摄上的困难，但观看体验不好也就是不好。此前引以为傲的剪辑都不再亮眼，最后一分钟营救都可以毫无紧张感。我真的找不出什么优点，sorry...
106,"Christopher Nolan, a director that could make a film so big yet make you care so little."
107,什么“别试图理解，去感受”，根本不是那种电影，我只能感受到女主和帕丁森的美貌。
108,中国观众就是喜欢那种看不懂的，越是看不懂，他们越觉得好。他们评析电影还是处于原始的理性阶段，对于文化和艺术还缺乏教育。而艺术正好是需要知识和信息来衡量的商品。
109,基本就是诺兰自娱自乐吧，后半段就像是在看一个民科滔滔不绝向你解释他的宇宙体系，但台下却鲜有人care，但也有那么一刻，会被这个民科执着向学的精神所鼓舞，毕竟错误的逆行同样是世界向前重要的进程。看完想了想，情不自禁会重看的永远是打动了自己的电影——要是电影是能看懂的，可能也没啥必要拍出来了。
110,和逐梦演艺圈差不多
111,"《信条》零点首映场，提前做了些物理学功课，准备一轮头脑风暴。
30分钟：认真，不能错过任何细节
45分钟：我还可以，试图理解它
60分钟：试图感受它
75分钟：？？
90分钟：有点犯困
100分钟：周围人开始陆续看时间，有人离场
120分钟：坚持，我是要看到结局的人
135分钟：这女的和他丈夫的爱恨情仇还没演完？
150分钟：看来我不在诺兰挑选的观众名单里

综述：尽管承认智商受到了碾压，但是这样无聊的故事加上支离破碎的剪辑，丝毫不能让我感受到影片的逼格在哪里，逆转时空的脑洞也救不了它啊！如果《盗梦空间》和《星际穿越》是给我们这些“低端观众”最后机会的话，那么通过《信条》可以看出，诺兰这次是彻底不和我们玩了！可是，这么任性有必要吗🙄"
112,真的好无聊，就这点子事儿，有什么可看不懂的啊？女主在越南看见的跳海女人，男主在机场搏斗的黑衣人是谁，不是明摆着的吗？多少年前的陈词滥调了，还至于扯到熵……所有的动机和情感都是虚假和不真诚的，都什么年代了，还在黑俄罗斯。只有机场那个倒向打斗的镜头是好看的。
113,诺兰“科幻神作”配方：高深的科幻/物理理论+过度剪辑+保守的精神内核。
114,我覺得Neil是個深情的角色，如果主視角在他身上，就可以卸掉敘事障眼法，成為在長時間逆行和反覆順流逆流間，更單純而深情地對信念的考驗，決定著過去和未來，我猜這樣我會更喜歡這部片（但這樣或許是葛雷的電影，而不會是諾蘭的電影，拜託人家沒有要搞BL）；因為是諾蘭的電影，所以仍是一個剪接太快＋敘事和各種障眼法來呼嚨人的電影，以及仍是一個提出有趣概念和影像嘗試，卻又只會不斷重覆（在這片是折返）、加大場面，不對概念加深擴展或製造意外動搖的主題簡單電影，而且這次的場面奇觀（飛機「緩步」撞倉庫、突襲劇院、大卡車包夾、烏克蘭戰鬥都無血無傷亡，技法平淡樸素……是要看什麼）與情感推展（Kat和任何人的感情戲都是不成立的）都特別失敗。我始終覺得熱愛諜報片的諾蘭，這片是不是在黑諜報片？
115,你以为你打的是五星，其实暴露了不足的智商和审美
116,能不能把我的票钱退给我
117,"诺兰式奇幻：所有子弹都有发射的理由，所有特工都有正当的使命，所有星际航行都可以回来，更进一步地，所有看过的电影都是有意义的。没了《星际穿越》的书房和玉米地，没了《敦刻尔克》的海滩，这一切都是凌空虚蹈，从二手素材里面拼凑一个整体。Super 8和Gemini Man的致敬是为了打开新的感知，Nolan则是为了回到熟悉的山谷，把Bourne系列打碎的东西重新粘合。没了陀螺的提醒，Tenet只是硬化的名词，而不是Inception这样一个动作。
另外，关于钳形运动，推荐一部短片Pièce touchée (1989)。"
118,烧的可能是导演自己的脑。能不能时空逆转一下退我票钱。
119,"既往无法改变,当下流驶不停,将来始终悬置,时间的任意一面都宣示着它是绝对的他者,不可能被掌控或敉平;人与时间的遭遇注定是悲剧性的.诺兰显然不愿承认这一点,他要用梦境空间去拉伸它,用永恒之""爱""去穿过它,用传送门去逆转它,把非-是者的时间化改造为上手用具在计量控制下的精确工作,空间化而由用户共享.""钟表杀死时间"",故片中被计时器一再摆布的无非是时间的尸体;一阵乒乒乓乓之后,主人公们终究从有限的""人""变成了玩弄命运的全知主宰者,连死亡都成了必定可被筹划的东西,这是《复仇者联盟:终局之战》式的渎神之举."
120,美国只会拍科幻片，难看死啦！
121,彻底的非人的电影，却又无法完全脱离感性（想想最后红了眼圈的男主角吧）。“不是一遍能看懂的一部诺兰（指看一遍记不住所有由角色嘴里讲出来的概念）”。
122,"沉溺于建造复杂的高楼，概念的影像化却很失败，大量解释性台词让文戏变成了枯燥的讲座，半途被重构的老旧间谍片骨架竟成了唯一的亮点。诺兰电影中的奇观往往并不是来自于他对实物实拍和胶片摄影的执念，而是剪辑、配乐，使他的执念显得更像某种暴发户思维，这似乎也是一个悖论。人物情感上的问题则更加严重，诺兰对此几乎是明知故犯，除了完全站不住脚的反派动机和直接自称“主人公”的主角，这一点在面目模糊、甚至没有台词的孩子角色身上体现得更加明显。肯尼斯布拉纳莎剧式的过火表演在没有情感支撑的情况下简直是来搞笑的，至于为什么要由他来演这个别扭的东欧人，我可以理解为是诺兰对他的整蛊吗？
另外，这么难看的动作戏，拍两遍复盘意义何在？真当自己拍的是《摄影机不要停》？"
123,信息过载到毫无兴趣去“看懂”
124,给这个分我是真心觉得这次诺兰玩概念玩砸了。单纯搞时间线回溯是没什么问题，就是这个逆行的概念搞砸了。正逆时间线同时在一个场景出现的时候问题最大。照影片说明全都相反连摩擦力都反着，那逆时间的车还能开吗？发动机都结冰了吧？男二对男主太真爱了，但我觉得这个男主不值得，没啥魅力。
125,几部商业片让诺兰和他的“粉丝”们自命不凡
126,时代的隐喻：倒车。
127,三星实在给不出。设定本身就是个笑话，因为实在无法吃下设定导致一直在走神。本来正逆对打的动作戏可以设计出各种花儿来，结果诺兰拍了个啥？以及，都大军火商了不离婚还是为了孩子，搞个家暴还是用皮带，这想象力也是——（诺兰不懂富人哈哈哈哈）。感觉所有演员都不知道自己在干啥，强行努到那个结尾还算是有点意思。以及，诺兰的作者性依然存在：整个第一幕set up；对“最后一分钟营救”的交叉蒙太奇有比较独特的发展；在银幕时间上做可视化的切分/重组，不过这次真是玩砸了……意识形态症候：乌克兰-苏联-核恐惧；以及最近不少片子都在从时间上寻求救赎力量（要联系[降临][复联4][星际穿越]），有文章可做。
