,review
87,这个电影除了逆时间设定还有什么别的亮点吗？拯救世界的俗套情节，性格苍白的道具人，流水线的做工.....某种意义上说，电影是反理性的直观艺术，要了解如何把一套复杂公式整合到影像里的话，观众为什么不直接去上一堂物理课？热评里各种长评字数都快赶上博士论文了，里边人物放个屁都要解析一番。任何挂着二刷N刷噱头的电影都是耍流氓
88,《信条》结尾两男主道别那幕，有《你的名字》内味儿了。都是黄昏交错之时，都是灾后现场，都是时空旅行，都是第一次认识“真正”的彼此，都是阴阳相隔，当然他们也都会在未来重逢...今敏已去，新海诚当立啊！
89,"奔着倒带的视觉体验去的，但是居然没有基于倒带的战斗博弈，就只是单纯的表现倒带而已，大部分对抗靠台词说和看完自己想。
情感土土的，感觉反派是诺兰去俄国批发回来的，每年应该有五百多个俄罗斯土豪因为打了爱搞艺术的老婆而被CIA整死然后拍成电影，没有买卖就没有杀害。（但是看完回过神发现布拉纳可能是演的最好的了，其他演员像无情的念词机器）
因为追求真拍而放弃了一些方面的美术，大场景看起来素素的，特别是最后的决战，平地废墟，毫无风情。
还有就是打戏拍的真的太憨了，老毛病了，捶捶晃晃，哎呦哎哟撞墙。
总之概念是很好的，但是真的没发挥好，跟以前的诺兰作品没得比。也可能就是倾注于概念，刻意把表演，氛围，节奏……都挤压成碎片，那就需要很硬核的影迷，一片片捡起来，才能体会到其中滋味了。
"
90,预计会是分数最低的诺兰，观影体验比盗梦空间差三个星际穿越吧，都不想二刷了，上海影城cinity厅的音效也太好，全程无休的密集小鼓点敲得我脑仁儿疼。全片最佳竟然是帕丁森，“对你来说是结束，对我才刚刚开始啊”，我的天，一句话胜过整条尴尬的感情线。
91,可以，算比较好看的，也很谢谢美国人整天忙着拯救世界，而且在我们并不知道的情形下，真雷锋。
92,烧你麻痹脑呢！这么简单一个故事非要用“高概念”炫技的方式讲一遍、演两遍，有意思吗？我是诺粉我也看不下去了，白瞎期待这么久！
93,“推开时间的门，你是站在门外看不懂的人。”
94,算了吧，别吹得太过了，这片进不了豆瓣250，那些说要把别的片挤掉250的，恐怕要失望了！
95,才尽。
96,"将相悖流动的时间落实到每个动作细节上，执行起来确实是有相当大难度的，因为观众们就像是落水后需要稻草一样，每场戏都需要一个或多个“标志”/锚，来定位和理解他们眼前正在发生的两组动作。弹痕和同时倒塌又重组的楼，是非常出彩的两处视觉呈现，但大多数时间，观众可能就无措地迷失在顺逆时间线的夹缝里。
所以，不是《信条》的概念难懂，而是影片既无力又傲慢，没能把复杂的机制转译成有效的电影语言。最有意思的是，除了高概念本身，《信条》还用大量跳切、响得盖过对话的混音、特工片部分不明晰的行动路径和人物关系网，以及不说人话对很多事情好像懒得解释的角色们，进一步拉远了和观众的距离。
而当诺兰最拿手的奇观和动作设计没能达到最佳效果，他作品里惯有的情感空洞就暴露了出来。诺兰或许真的不懂人心，他也很明显地不再对人类有兴趣。"
97,需要承认的是，这个片卡了一个不难理解、但是落实到实际情况我需要花几分钟脑内演示的概念，于是成了谜语人片。我对诺兰最无感的是，在某个类型（SF也好战争也好），他最缜密的是制造过于理性的奇观，以及最卖座的要素，但即使是奇观并没有在类型上有多出格，而浪漫的余味也不怎么触及该类型的内核，只是一个外套，以至于并没有回味的欲望。《信条》其中一星给诺兰终于有那么一分钟，让这个SF的内核释放该有的浪漫，就好像工科生终于拍出了一分钟的文科情节一样。
98,还挺摩登的？因果，自由意志与时间的关系。时间可以是非线性的，但意识仍然是。其略微宿命感的地方来于每一个此刻都是正向和逆向时间的汇聚，但对于意识来讲，进入旋转门前和进入旋转门后的世界却有一个先后的线性关系，主体也是一个拥有记忆同一性的主体。这种设定一方面让时空必须闭合，不然会出逻辑悖论（祖父悖论），一方面又让人很怀疑是否能闭合，毕竟主体是线性而拥有记忆的。石头门的平行世界设定就来自于考虑到这个问题，这里就舍弃了后者。两次出现的我是protagonist台词让这个片余味很差。
99,诺兰沉浸在自己的世界不可自拔，信徒们沉浸在迷信诺兰的刻奇中不可自拔。作为一部电影不好看就是原罪，至于你觉得自己看出了宇宙真谛物理奇观，我佩服你的自我催眠能力。对自己诚实一点好吗？又不是做高数，有什么难懂不难懂的！？
100,和《盗梦空间》一样依然在拍「概念」，只不过放大了缺点，只有「概念」在卖弄，没有其他。就故事本身而言太平庸了，后半段还有些拉垮，全程靠密集的台词撑下去，而且台词写的太糟糕，剪辑师换了之后水平也大大降低，打戏基本没有看清楚的时候。有时候那些简单的比复杂炫技的动人多了。
101,逆转或穿越时空的电影看得多了，像这样顺逆时空并存的确是少见，甚至不惜篇幅把顺逆两个视角全部展现一遍才能讲得清楚，可见诺兰先生依旧是全世界最敢想敢做的导演之一。而且在制造热闹上也是很有一手，可惜概念归概念，即使把全部线索来龙去脉理清楚，这个故事似乎也没有什么大不了。
102,比信条更难懂的，是信条的短评。
103,其实设定并不复杂，基本上就是狄拉克的反物质理论加上费曼为了解决量子场中微观粒子相互作用而建立的费曼图理论。而抛开科幻设定，主线故事更是简单到了可以被称为简陋的地步，一个007式不断执行“不可能任务”的强情节商业大片。在这个故事里的人物塑造几乎没一个出彩的，而对于时间反演的视觉奇观化展示也过于简单直接，缺少审美上的巧妙设计。给我的感觉跟豆瓣上严重被高估的《暗黑》系列差不多。在我看来，真正的科幻设定，应该是对物理定律有了自己深刻而独到的理解后，设计出对于未来科学发展既合理又具有启发性的预测。当然，整体而言，这部电影在设定上其实是自洽的，BUG并没有很多评论所想象的那么多。真正的BUG反而是，熵减根本不是电影里说的这个意思。
104,《信条》汇集了诺兰创作生涯中大部分作品的劣势，而非各自的优点——对绝对理性的叙事追求吞没了影片的情感驱动力；时间作为技术控制甚至奴役着人物，无力的后者仅能对此作出消极的反应，正如诺兰电影中向来被剥夺话语权的观众。如果说正向时间中的运动是发散状的，那么逆向运动则有着“收束”的倾向，作为影片高潮的废墟城之战同样遵循着收束结构，这让“最后一分钟营救”的蒙太奇语法变得出奇困扰——它试图建造一个时间迷宫，却使观众与银幕人物间建立认同之关键的视点迷失其中。除了剧组花重金购买（我仍没有想出其必要性）的飞机撞击仓库之外，影片实际上没有真正的现代意义上的奇观，因为所有的逆向动作在数字电影诞生前便能完成。由此，作为好莱坞帝国殖民者的诺兰无意间消解了他自己擅长的话语，《信条》不幸地落入技术主义的limbo当中。
105,概念本身足够颠覆，对“时间”的探索仍在继续，只是没想到有生之年诺兰先生能拍出这种完全用“奇观”去遮丑的电影。
106,诺兰居然在正向/逆向时间的概念下讲了一个如此乏味而老套的故事，“拯救世界”的剧情设定与人物都很贫瘠苍白，所谓的时间线懂不懂并不影响理解这个故事，或者，诺兰只是意图用所谓复杂难懂的时间线掩盖故事的贫乏。以及，诺兰在配乐参与叙事的路上越走越远了，震得我心脏病要犯了......
107,诺兰最不值得一提的作品。
108,(肯尼斯布萊納的馬景濤式演法Orz)這對奇異的怨偶組合才令我感覺燒腦……
109,诺兰变成彻底的形式主义者了？看不看得懂都是其次，而且除了顺时逆时的转换有点头大，其他没什么看不懂的，关键是，讲清楚故事是最起码的吧？要是啥片子都要二刷才看明白，那咋不拍个上下集？一样赚两趟钱啊。
110,诺兰玩他那套方法论已经魔怔了，这部愈发的没有意思。故事已经不存在了，只剩下结构。
111,能把复杂问题和情感简单化普世化称之为大师，把简单问题和情感复杂化玄虚化只能称之为神棍，过去看每部诺兰电影的感觉都是卧槽牛逼，但都又不喜欢，现在终于明白为什么不喜欢这个导演了，就跟看神棍的感觉是一样的。先靠逻辑自洽的戏法给你糊弄一愣，回头寻思过味，这都哪儿跟哪儿啊。
